x0000,y0000
0,1.322814015,
0.244140625,0.4750789558,
0.48828125,-0.1319771856,
0.732421875,0.1672838631,
0.9765625,0.17024438,
1.220703125,0.2288889134,
1.46484375,0.1961990922,
1.708984375,0.2562391098,
1.953125,0.2421990564,
2.197265625,0.2695661262,
2.44140625,0.2669472662,
2.685546875,0.3137886621,
2.9296875,0.3132522091,
3.173828125,0.3122435993,
3.41796875,0.2491326206,
3.662109375,0.277561311,
3.90625,0.2929616633,
4.150390625,0.328717345,
4.39453125,0.2552861218,
4.638671875,0.3189980537,
4.8828125,0.3245055584,
5.126953125,0.3239721919,
5.37109375,0.3285276487,
5.615234375,0.3833313601,
5.859375,0.3956601029,
6.103515625,0.2884756715,
6.34765625,0.3557244735,
6.591796875,0.4016193374,
6.8359375,0.396759018,
7.080078125,0.3737763608,
7.32421875,0.4413777051,
7.568359375,0.4739235555,
7.8125,0.4494293766,
8.056640625,0.4792011554,
8.30078125,0.5611386938,
8.544921875,0.5264172321,
8.7890625,0.5545218486,
9.033203125,0.566196654,
9.27734375,0.666893949,
9.521484375,0.6512052569,
9.765625,0.6609129319,
10.00976562,0.7241559632,
10.25390625,0.7713608896,
10.49804688,0.8076610416,
10.7421875,0.8544035887,
10.98632812,0.8991016179,
11.23046875,0.9437832206,
11.47460938,1.011802867,
11.71875,1.081982552,
11.96289062,1.149976526,
12.20703125,1.238093834,
12.45117188,1.348472032,
12.6953125,1.474012509,
12.93945312,1.640994257,
13.18359375,1.897561145,
13.42773438,2.479247861,
13.671875,2.21877805,
13.91601562,1.822810258,
14.16015625,1.626052707,
14.40429688,1.497103386,
14.6484375,1.40481054,
14.89257812,1.327492141,
15.13671875,1.270132676,
15.38085938,1.219709997,
15.625,1.171608905,
15.86914062,1.135432834,
16.11328125,1.097147392,
16.35742188,1.074034731,
16.6015625,1.057521832,
16.84570312,1.019743808,
17.08984375,1.005770247,
17.33398438,0.9791106999,
17.578125,0.9632586092,
17.82226562,0.9475684452,
18.06640625,0.937528595,
18.31054688,0.9195751942,
18.5546875,0.8937027351,
18.79882812,0.8893462784,
19.04296875,0.8752612141,
19.28710938,0.859655933,
19.53125,0.8592966634,
19.77539062,0.8608918984,
20.01953125,0.8433585678,
20.26367188,0.8241816879,
20.5078125,0.8295975189,
20.75195312,0.8217832635,
20.99609375,0.8070751311,
21.24023438,0.8156345841,
21.484375,0.8150693153,
21.72851562,0.7871976174,
21.97265625,0.7962927827,
22.21679688,0.764865379,
22.4609375,0.7872139188,
22.70507812,0.786906655,
22.94921875,0.7525100426,
23.19335938,0.7662540261,
23.4375,0.7473991475,
23.68164062,0.7326848891,
23.92578125,0.7529314405,
24.16992188,0.7456806832,
24.4140625,0.7200846927,
24.65820312,0.7137709082,
24.90234375,0.7403073784,
25.14648438,0.7230124703,
25.390625,0.7464491731,
25.63476562,0.7158748973,
25.87890625,0.7160851206,
26.12304688,0.6918921195,
26.3671875,0.692313077,
26.61132812,0.700969245,
26.85546875,0.715999131,
27.09960938,0.6881014538,
27.34375,0.6968911422,
27.58789062,0.7070682416,
27.83203125,0.6991519745,
28.07617188,0.6859121867,
28.3203125,0.710354487,
28.56445312,0.7386988822,
28.80859375,0.6829593583,
29.05273438,0.6996126006,
29.296875,0.7213390806,
29.54101562,0.6874524364,
29.78515625,0.7059281153,
30.02929688,0.7204889812,
30.2734375,0.6845180237,
30.51757812,0.7129634558,
30.76171875,0.7283853486,
31.00585938,0.7104733669,
31.25,0.7426725518,
31.49414062,0.7441958139,
31.73828125,0.7371440863,
31.98242188,0.7567285134,
32.2265625,0.7596497042,
32.47070312,0.7569799895,
32.71484375,0.7774938022,
32.95898438,0.7743940992,
33.203125,0.7800799573,
33.44726562,0.7776227172,
33.69140625,0.8123642269,
33.93554688,0.7829862669,
34.1796875,0.7945301812,
34.42382812,0.8355600566,
34.66796875,0.8321002151,
34.91210938,0.8447084698,
35.15625,0.8453446749,
35.40039062,0.871813595,
35.64453125,0.8659014943,
