x0000,y0000
0,3.141592654,
0.244140625,1.579569734,
0.48828125,1.223684569,
0.732421875,1.039334893,
0.9765625,0.8938350498,
1.220703125,0.8000205973,
1.46484375,0.6423079773,
1.708984375,0.4808980428,
1.953125,0.4130664411,
2.197265625,0.419604454,
2.44140625,0.1929876944,
2.685546875,0.1419949579,
2.9296875,-0.09923432873,
3.173828125,-0.1020695672,
3.41796875,-0.0381783422,
3.662109375,-0.141456555,
3.90625,-0.5367082895,
4.150390625,-0.4329623183,
4.39453125,-0.5402707074,
4.638671875,-0.6779775841,
4.8828125,-0.7216580475,
5.126953125,-0.7239034398,
5.37109375,-0.8572893642,
5.615234375,-0.7027476342,
5.859375,-0.8025466236,
6.103515625,-0.8999127968,
6.34765625,-0.9563460979,
6.591796875,-0.8356643245,
6.8359375,-0.9933430713,
7.080078125,-1.071287611,
7.32421875,-0.8328851106,
7.568359375,-0.782336829,
7.8125,-0.9093727657,
8.056640625,-1.072108086,
8.30078125,-0.8766429933,
8.544921875,-0.9084524866,
8.7890625,-0.939223804,
9.033203125,-0.9150197117,
9.27734375,-1.0011401,
9.521484375,-1.080173702,
9.765625,-1.128041022,
10.00976562,-1.088802499,
10.25390625,-1.133568607,
10.49804688,-1.133701764,
10.7421875,-1.189115792,
10.98632812,-1.139302856,
11.23046875,-1.156210451,
11.47460938,-1.173372468,
11.71875,-1.125813155,
11.96289062,-1.165053926,
12.20703125,-1.135323616,
12.45117188,-1.053189042,
12.6953125,-1.032037533,
12.93945312,-0.9084129827,
13.18359375,-0.806587493,
13.42773438,-0.8273732069,
13.671875,2.804336419,
13.91601562,3.082967021,
14.16015625,-3.038468069,
14.40429688,-2.925001558,
14.6484375,-2.775079474,
14.89257812,-2.688103562,
15.13671875,-2.577267256,
15.38085938,-2.531876433,
15.625,-2.568266775,
15.86914062,-2.574734307,
16.11328125,-2.573195902,
16.35742188,-2.574074486,
16.6015625,-2.585172584,
16.84570312,-2.566678626,
17.08984375,-2.612695374,
17.33398438,-2.643653556,
17.578125,-2.676806269,
17.82226562,-2.718746874,
18.06640625,-2.740439235,
18.31054688,-2.698360884,
18.5546875,-2.753309273,
18.79882812,-2.748729806,
19.04296875,-2.758166667,
19.28710938,-2.801227859,
19.53125,-2.769063858,
19.77539062,-2.819589778,
20.01953125,-2.837429307,
20.26367188,-2.853617969,
20.5078125,-2.79417244,
20.75195312,-2.878668675,
20.99609375,-2.903848535,
21.24023438,-2.899387722,
21.484375,-2.909262411,
21.72851562,-2.940399409,
21.97265625,-2.915632433,
22.21679688,-2.893359105,
22.4609375,-2.890871884,
22.70507812,-2.93004953,
22.94921875,-2.982712567,
23.19335938,-2.980785024,
23.4375,-2.975933573,
23.68164062,-2.963919041,
23.92578125,-3.098816514,
24.16992188,-3.060552928,
24.4140625,-3.046297984,
24.65820312,-2.98664602,
24.90234375,-3.114357781,
25.14648438,-3.139055378,
25.390625,-3.136579099,
25.63476562,-3.058104976,
25.87890625,-3.108930841,
26.12304688,3.095785153,
26.3671875,-3.113804887,
26.61132812,-3.106464248,
26.85546875,-3.119261788,
27.09960938,3.130504562,
27.34375,3.053047033,
27.58789062,3.066684218,
27.83203125,3.088057308,
28.07617188,2.999125444,
28.3203125,3.124321363,
28.56445312,2.987559311,
28.80859375,3.029252064,
29.05273438,2.966535388,
29.296875,2.992608204,
29.54101562,3.019300649,
29.78515625,2.99451798,
30.02929688,2.952642252,
30.2734375,2.96368527,
30.51757812,2.871435669,
30.76171875,2.957959247,
31.00585938,2.981311609,
31.25,2.90062509,
31.49414062,2.920672748,
31.73828125,2.790992769,
31.98242188,2.754955408,
32.2265625,2.867868729,
32.47070312,2.798726355,
32.71484375,2.802051533,
32.95898438,2.845174106,
33.203125,2.873679678,
33.44726562,2.888243191,
33.69140625,2.765366613,
33.93554688,2.864154005,
34.1796875,2.875347043,
34.42382812,2.850751998,
34.66796875,2.701821246,
34.91210938,2.780117768,
35.15625,2.774307118,
35.40039062,2.791362295,
35.64453125,2.740510264,
35.88867188,2.738147705,
36.1328125,2.763177549,
36.37695312,2.608834276,
36.62109375,2.624277145,
36.86523438,2.688589909,
37.109375,2.648250364,
37.35351562,2.599457099,
37.59765625,2.640341258,
37.84179688,2.60591739,
38.0859375,2.656563206,
38.33007812,2.680218531,
38.57421875,2.688111679,
38.81835938,2.655565548,
39.0625,2.672184787,
39.30664062,2.652379747,
39.55078125,2.630033264,
39.79492188,2.627971163,
40.0390625,2.695850357,
40.28320312,2.680456229,
40.52734375,2.710614542,
40.77148438,2.712262284,
41.015625,2.640598744,
41.25976562,2.680308447,
41.50390625,2.694309255,
41.74804688,2.672884994,
41.9921875,2.653816637,
42.23632812,2.64395584,
42.48046875,2.684884689,
42.72460938,2.719222541,
42.96875,2.699695617,
43.21289062,2.717194997,
43.45703125,2.722899617,
43.70117188,2.709059397,
43.9453125,2.696565756,
44.18945312,2.735263794,
44.43359375,2.727171855,
44.67773438,2.801559745,
44.921875,2.769563415,
45.16601562,2.81511315,
45.41015625,2.811973664,
45.65429688,2.793035061,
45.8984375,2.827374437,
46.14257812,2.808641274,
46.38671875,2.836217394,
46.63085938,2.838292941,
46.875,2.852812046,
47.11914062,2.849108551,
47.36328125,2.864947979,
47.60742188,2.869178335,
47.8515625,2.859174726,
48.09570312,2.855474571,
48.33984375,2.876326784,
48.58398438,2.884759893,
48.828125,2.888366782,
49.07226562,2.89599366,
49.31640625,2.901554186,
49.56054688,2.918182761,
49.8046875,2.915725891,
50.04882812,2.917822388,
50.29296875,2.915096812,
50.53710938,2.912690677,
50.78125,2.89927684,
51.02539062,2.873049881,
51.26953125,2.806043538,
51.51367188,2.452558257,
51.7578125,0.2053684637,
52.00195312,0.04102592295,
52.24609375,-0.009658528227,
52.49023438,-0.03279662544,
52.734375,-0.04121740774,
52.97851562,-0.03634533726,
53.22265625,-0.02970529582,
53.46679688,-0.03015877823,
53.7109375,-0.02876461904,
53.95507812,-0.00194897494,
54.19921875,-0.01452081556,
54.44335938,-0.008790282193,
54.6875,-0.001612353861,
54.93164062,0.02387406815,
55.17578125,0.01865377571,
55.41992188,0.0434280318,
55.6640625,0.04200527647,
55.90820312,0.0377114509,
56.15234375,0.06547191535,
56.39648438,0.08406360441,
56.640625,0.0795958089,
56.88476562,0.1093788401,
57.12890625,0.1205888562,
57.37304688,0.1041670729,
57.6171875,0.1558859305,
57.86132812,0.1559610928,
58.10546875,0.1484853204,
58.34960938,0.1595534665,
58.59375,0.1865760843,
58.83789062,0.1866632936,
59.08203125,0.1575310603,
59.32617188,0.1005643492,
59.5703125,0.2575479277,
59.81445312,0.3045874428,
60.05859375,0.2752410395,
60.30273438,0.2745920726,
60.546875,0.293047375,
60.79101562,0.2650872446,
61.03515625,0.3088913113,
61.27929688,0.2825985957,
61.5234375,0.3146540218,
61.76757812,0.2673000835,
62.01171875,0.3357995583,
62.25585938,0.3468570035,
62.5,0.3248683188,
62.74414062,0.2752402337,
62.98828125,0.3299375749,
63.23242188,0.3006360765,
63.4765625,0.2955246585,
63.72070312,0.323493344,
63.96484375,0.4195875484,
64.20898438,0.3514133012,
64.453125,0.3687551403,
64.69726562,0.3511861752,
64.94140625,0.3558364201,
65.18554688,0.3434547431,
65.4296875,0.3756181024,
65.67382812,0.3223242905,
65.91796875,0.3929743101,
66.16210938,0.304106821,
66.40625,0.3473001303,
66.65039062,0.3290499435,
66.89453125,0.3359129877,
67.13867188,0.3413475353,
67.3828125,0.3257767164,
67.62695312,0.3633547031,
67.87109375,0.3360220021,
68.11523438,0.3465977381,
68.359375,0.3392055423,
68.60351562,0.3390719368,
68.84765625,0.3164988181,
69.09179688,0.3153054218,
69.3359375,0.3426335408,
69.58007812,0.3228790813,
69.82421875,0.3218719953,
70.06835938,0.2878028344,
70.3125,0.2747947659,
70.55664062,0.3027504524,
70.80078125,0.3337147981,
71.04492188,0.2901819092,
71.2890625,0.3270602694,
71.53320312,0.2713445072,
71.77734375,0.2935865051,
72.02148438,0.2756824932,
72.265625,0.2959756305,
