x0000,y0000
0,2.108045777,
0.244140625,1.946416582,
0.48828125,1.596922688,
0.732421875,1.388587636,
0.9765625,1.228264186,
1.220703125,1.096627898,
1.46484375,0.9875733255,
1.708984375,0.8922307387,
1.953125,0.8116214706,
2.197265625,0.7760402547,
2.44140625,0.645162133,
2.685546875,0.6593700399,
2.9296875,0.5801963911,
3.173828125,0.5791739007,
3.41796875,0.5883646886,
3.662109375,0.5261248659,
3.90625,0.4729653684,
4.150390625,0.5425493104,
4.39453125,0.5210787428,
4.638671875,0.4917728489,
4.8828125,0.478440939,
5.126953125,0.5025735806,
5.37109375,0.5367213061,
5.615234375,0.5026160706,
5.859375,0.5171433639,
6.103515625,0.5137310204,
6.34765625,0.5824305858,
6.591796875,0.6209626033,
6.8359375,0.6034408995,
7.080078125,0.6252942353,
7.32421875,0.5338687028,
7.568359375,0.62238091,
7.8125,0.597971197,
8.056640625,0.6213620113,
8.30078125,0.7007701057,
8.544921875,0.7397804661,
8.7890625,0.7557178258,
9.033203125,0.7479129528,
9.27734375,0.8111361873,
9.521484375,0.8385577593,
9.765625,0.8097087792,
10.00976562,0.8541356757,
10.25390625,0.88066191,
10.49804688,0.886312387,
10.7421875,0.9073651288,
10.98632812,0.9190577784,
11.23046875,0.9366293746,
11.47460938,0.9638615718,
11.71875,1.027961303,
11.96289062,1.03591005,
12.20703125,1.051429775,
12.45117188,1.107577936,
12.6953125,1.19288562,
12.93945312,1.300588256,
13.18359375,1.501577055,
13.42773438,2.093801731,
13.671875,1.634549277,
13.91601562,1.313021966,
14.16015625,1.153847052,
14.40429688,1.063272142,
14.6484375,1.028794595,
14.89257812,0.9975826776,
15.13671875,0.9806344656,
15.38085938,0.9828378833,
15.625,0.9830743357,
15.86914062,0.9962069688,
16.11328125,0.9967110909,
16.35742188,0.9681887908,
16.6015625,1.00961796,
16.84570312,1.007182538,
17.08984375,0.9950497628,
17.33398438,0.9737698121,
17.578125,0.9906987758,
17.82226562,0.9602442428,
18.06640625,0.9481030147,
18.31054688,0.9477963112,
18.5546875,0.9343128608,
18.79882812,0.9090804226,
19.04296875,0.9341649899,
19.28710938,0.9210587169,
19.53125,0.889446506,
19.77539062,0.9032943341,
20.01953125,0.8684852728,
20.26367188,0.847688591,
20.5078125,0.8654652871,
