x0000,y0000
0,1.869924338,
0.244140625,0.5888904663,
0.48828125,0.3629462567,
0.732421875,0.2742297089,
0.9765625,0.2590358482,
1.220703125,0.09772185379,
1.46484375,0.05709904842,
1.708984375,0.1852956488,
1.953125,0.06731899571,
2.197265625,0.06053166234,
2.44140625,-0.0593773512,
2.685546875,-0.1049873859,
2.9296875,-0.0257284491,
3.173828125,0.0127995988,
3.41796875,-0.1701794879,
3.662109375,0.09106233388,
3.90625,0.02955916743,
4.150390625,0.04362433025,
4.39453125,-0.1312575128,
4.638671875,-0.113234244,
4.8828125,-0.008846940258,
5.126953125,0.02900435184,
5.37109375,0.03284809009,
5.615234375,0.1122629283,
5.859375,-0.0111415276,
6.103515625,-0.04126474552,
6.34765625,-0.1060456969,
6.591796875,-0.1725514029,
6.8359375,0.005072956819,
7.080078125,-0.1158215074,
7.32421875,-0.04277258032,
7.568359375,0.05541910146,
7.8125,0.03620484317,
8.056640625,-0.08230208971,
8.30078125,0.02294412228,
8.544921875,-0.1160454235,
8.7890625,-0.2420933854,
9.033203125,-0.02393910521,
9.27734375,-0.0478755405,
9.521484375,-0.1091546599,
9.765625,-0.04424505842,
10.00976562,0.002333162166,
10.25390625,-0.1132861684,
10.49804688,-0.0332861936,
10.7421875,0.04363272457,
10.98632812,0.01025249096,
11.23046875,0.1085743838,
11.47460938,0.1023999632,
11.71875,0.0587977404,
11.96289062,0.09409337434,
12.20703125,0.1496238606,
12.45117188,0.1681933671,
12.6953125,0.2754428311,
12.93945312,0.3511267756,
13.18359375,0.5576403246,
13.42773438,1.143315446,
13.671875,0.7334611206,
13.91601562,0.2087779915,
14.16015625,0.02208091436,
14.40429688,-0.05098301826,
14.6484375,-0.4027334559,
14.89257812,-0.5516284436,
15.13671875,-0.4537474926,
15.38085938,-0.477178181,
15.625,-0.5271063909,
15.86914062,-0.401397244,
16.11328125,-0.5468082215,
16.35742188,-0.2793472635,
16.6015625,-0.2189604669,
16.84570312,-0.1347641456,
17.08984375,-0.7653536774,
17.33398438,-0.2815999719,
17.578125,-0.7455361866,
17.82226562,-0.586036024,
18.06640625,-0.201941757,
18.31054688,-0.6573874413,
18.5546875,-0.7189617665,
18.79882812,-0.4581999598,
19.04296875,-0.4428941332,
19.28710938,-0.2430246508,
19.53125,-0.4199884089,
19.77539062,-0.3632498093,
20.01953125,-0.6326263213,
20.26367188,-0.3506043213,
20.5078125,-0.3257149184,
20.75195312,-0.5578254602,
20.99609375,-0.7373865914,
21.24023438,-0.5625775726,
21.484375,-0.5033169909,
21.72851562,-0.6452432244,
21.97265625,-0.5132256349,
22.21679688,-0.5004538675,
22.4609375,-1.179610284,
22.70507812,-0.504476915,
22.94921875,-0.3573251118,
23.19335938,-0.5634198551,
23.4375,-0.6302999911,
23.68164062,-0.8745952034,
23.92578125,-1.085869555,
24.16992188,-0.719931494,
24.4140625,-0.7793317314,
24.65820312,-0.498765401,
24.90234375,-0.9103652741,
25.14648438,-0.4377256172,
25.390625,-0.484607771,
25.63476562,-0.6167512668,
25.87890625,-0.2759146143,
26.12304688,-1.042377624,
26.3671875,-0.5025860719,
26.61132812,-0.6809975965,
26.85546875,-0.4954233925,
27.09960938,-0.680187958,
27.34375,-0.7816784416,
27.58789062,-0.5671171917,
27.83203125,-0.5292929937,
28.07617188,-0.6364053115,
28.3203125,-0.5683212488,
28.56445312,-0.6657186833,
28.80859375,-0.2278054355,
29.05273438,-0.4953845364,
29.296875,-0.6094932836,
29.54101562,-0.6154365492,
29.78515625,-0.6650454636,
30.02929688,-0.4254149066,
30.2734375,-0.9942294947,
30.51757812,-0.3883293033,
30.76171875,-0.8637163246,
31.00585938,-0.4963630891,
31.25,-0.367626786,
31.49414062,-0.5743894099,
31.73828125,-0.6918788338,
31.98242188,-0.4408309552,
32.2265625,-0.8612367087,
32.47070312,-0.404118122,
32.71484375,-0.2437618866,
32.95898438,-0.5098464209,
33.203125,-0.4878483362,
33.44726562,-0.4945824073,
33.69140625,-0.7031855034,
33.93554688,-0.4312729876,
34.1796875,-0.6063117841,
34.42382812,-0.4357702232,
34.66796875,-1.556432101,
34.91210938,-0.2053514856,
35.15625,-0.9249885289,
35.40039062,-0.3964879081,
35.64453125,-0.3766756068,
35.88867188,-0.8496713214,
36.1328125,-0.498729468,
36.37695312,-0.4788156751,
36.62109375,-0.3490831723,
36.86523438,-0.2475808503,
37.109375,-0.3448641282,
37.35351562,-0.3367698357,
37.59765625,-0.4082197412,
37.84179688,-0.6490994799,
38.0859375,-0.1550207021,
38.33007812,-0.2198261063,
38.57421875,-0.8828231934,
38.81835938,-0.2455570439,
39.0625,-0.1342912443,
39.30664062,-0.3444264462,
39.55078125,-0.1954389245,
39.79492188,-0.1620309126,
40.0390625,-0.1135100857,
40.28320312,-0.1075877307,
40.52734375,-0.1810585182,
40.77148438,-0.2949228855,
41.015625,-0.04311761724,
41.25976562,-0.03594540984,
41.50390625,-0.2143716119,
41.74804688,-0.04232358697,
41.9921875,0.02089361223,
42.23632812,-0.02026352248,
42.48046875,0.06648971826,
42.72460938,-0.09015491017,
42.96875,0.04301150687,
43.21289062,0.08736744706,
43.45703125,0.02972771601,
43.70117188,0.1386485925,
43.9453125,0.1014803266,
44.18945312,0.08712588899,
44.43359375,0.1972445455,
44.67773438,0.204274624,
44.921875,0.227814144,
45.16601562,0.2070977047,
45.41015625,0.3065086939,
45.65429688,0.2000271336,
45.8984375,0.2368509569,
46.14257812,0.3529108931,
46.38671875,0.3642009757,
46.63085938,0.3819266863,
46.875,0.4390694484,
47.11914062,0.4307803985,
47.36328125,0.5053577947,
47.60742188,0.5109180285,
47.8515625,0.5386918621,
48.09570312,0.587368732,
48.33984375,0.6329009378,
48.58398438,0.6697544399,
48.828125,0.6820865873,
49.07226562,0.7510196456,
49.31640625,0.7820491934,
49.56054688,0.8253848514,
49.8046875,0.9000851286,
50.04882812,0.9713905591,
50.29296875,1.055886277,
50.53710938,1.136539138,
50.78125,1.247524858,
51.02539062,1.410038279,
51.26953125,1.63404368,
51.51367188,2.100555435,
51.7578125,2.051770185,
52.00195312,1.610171643,
52.24609375,1.402715416,
52.49023438,1.258834601,
52.734375,1.162419285,
52.97851562,1.072385652,
53.22265625,1.018359222,
53.46679688,0.9511753619,
53.7109375,0.8878000579,
53.95507812,0.852147722,
54.19921875,0.8041300963,
54.44335938,0.7810332826,
54.6875,0.7301020802,
54.93164062,0.7377951759,
55.17578125,0.6748666459,
55.41992188,0.6292508865,
55.6640625,0.6476812434,
55.90820312,0.611168904,
56.15234375,0.6190097945,
56.39648438,0.597610093,
56.640625,0.5915451661,
56.88476562,0.5218690602,
57.12890625,0.5451769419,
57.37304688,0.54045413,
57.6171875,0.3185646484,
57.86132812,0.4962311594,
58.10546875,0.495566959,
58.34960938,0.4476857926,
58.59375,0.4506510721,
58.83789062,0.4135430019,
59.08203125,0.3460833494,
59.32617188,0.1042381626,
59.5703125,0.5295012579,
59.81445312,0.4322393006,
60.05859375,0.4343975386,
60.30273438,0.4214523304,
60.546875,0.4191524267,
60.79101562,0.441830022,
61.03515625,0.3108013905,
61.27929688,0.3913843697,
61.5234375,0.3571629743,
61.76757812,0.3670648824,
62.01171875,0.3614316076,
62.25585938,0.2626039546,
62.5,0.3141723648,
62.74414062,0.3600676831,
62.98828125,0.2814366085,
63.23242188,0.3269198808,
63.4765625,0.3333173279,
63.72070312,0.3118620746,
63.96484375,0.3252260642,
64.20898438,0.3236471344,
64.453125,0.2375663204,
64.69726562,0.2613717556,
64.94140625,0.2430377616,
65.18554688,0.3086145296,
65.4296875,0.2817933101,
65.67382812,0.2357868089,
65.91796875,0.2968327029,
66.16210938,0.2457262457,
66.40625,0.2858650857,
66.65039062,0.2487779184,
66.89453125,0.2047259378,
67.13867188,0.2893550487,
67.3828125,0.1404280082,
67.62695312,0.2295598736,
67.87109375,0.1713384571,
68.11523438,0.2279081887,
68.359375,0.1306077504,
68.60351562,0.1451428629,
68.84765625,0.1311618188,
69.09179688,0.1911103172,
69.3359375,0.1174239461,
69.58007812,0.1996083554,
69.82421875,0.08183460187,
70.06835938,0.2078745491,
70.3125,0.06566745072,
70.55664062,0.1168917249,
70.80078125,0.08890652431,
71.04492188,0.1590139262,
71.2890625,0.1448199164,
71.53320312,-0.02770060458,
71.77734375,0.1101286585,
72.02148438,0.1621706436,
72.265625,0.1278822829,
72.50976562,0.1164415542,
72.75390625,0.04715908485,
72.99804688,0.1284207105,
73.2421875,0.1753914842,
73.48632812,0.005152809664,
73.73046875,0.1121708279,
73.97460938,0.02303811644,
74.21875,0.073302078,
74.46289062,0.1261092439,
74.70703125,0.1262492238,
