x0000,y0000
0,0.7690906525,
0.244140625,0.7690903431,
0.48828125,0.7690894151,
0.732421875,0.7690878683,
0.9765625,0.7690857028,
1.220703125,0.7690829184,
1.46484375,0.7690795152,
1.708984375,0.7690754931,
1.953125,0.7690708519,
2.197265625,0.7690655916,
2.44140625,0.769059712,
2.685546875,0.7690532131,
2.9296875,0.7690460946,
3.173828125,0.7690383565,
3.41796875,0.7690299985,
3.662109375,0.7690210205,
3.90625,0.7690114222,
4.150390625,0.7690012035,
4.39453125,0.7689903642,
4.638671875,0.7689789039,
4.8828125,0.7689668225,
5.126953125,0.7689541196,
5.37109375,0.7689407951,
5.615234375,0.7689268485,
5.859375,0.7689122797,
6.103515625,0.7688970882,
6.34765625,0.7688812738,
6.591796875,0.7688648361,
6.8359375,0.7688477747,
7.080078125,0.7688300893,
7.32421875,0.7688117795,
7.568359375,0.7687928448,
7.8125,0.7687732849,
8.056640625,0.7687530994,
8.30078125,0.7687322877,
8.544921875,0.7687108495,
8.7890625,0.7686887843,
9.033203125,0.7686660916,
9.27734375,0.7686427709,
9.521484375,0.7686188216,
9.765625,0.7685942434,
10.00976562,0.7685690356,
10.25390625,0.7685431977,
10.49804688,0.7685167291,
10.7421875,0.7684896293,
10.98632812,0.7684618977,
11.23046875,0.7684335337,
11.47460938,0.7684045366,
11.71875,0.7683749059,
11.96289062,0.7683446409,
12.20703125,0.768313741,
12.45117188,0.7682822054,
12.6953125,0.7682500336,
12.93945312,0.7682172248,
13.18359375,0.7681837783,
13.42773438,0.7681496934,
13.671875,0.7681149694,
13.91601562,0.7680796055,
14.16015625,0.7680436011,
14.40429688,0.7680069552,
14.6484375,0.7679696672,
14.89257812,0.7679317363,
15.13671875,0.7678931616,
15.38085938,0.7678539423,
15.625,0.7678140777,
15.86914062,0.7677735667,
16.11328125,0.7677324088,
16.35742188,0.7676906028,
16.6015625,0.767648148,
16.84570312,0.7676050435,
17.08984375,0.7675612883,
17.33398438,0.7675168816,
17.578125,0.7674718225,
17.82226562,0.7674261099,
18.06640625,0.7673797429,
18.31054688,0.7673327206,
18.5546875,0.7672850421,
18.79882812,0.7672367062,
19.04296875,0.767187712,
19.28710938,0.7671380585,
19.53125,0.7670877447,
19.77539062,0.7670367695,
20.01953125,0.766985132,
20.26367188,0.7669328309,
20.5078125,0.7668798653,
20.75195312,0.7668262341,
20.99609375,0.7667719362,
21.24023438,0.7667169704,
21.484375,0.7666613357,
21.72851562,0.7666050309,
21.97265625,0.766548055,
22.21679688,0.7664904067,
22.4609375,0.7664320848,
22.70507812,0.7663730883,
22.94921875,0.7663134159,
23.19335938,0.7662530664,
23.4375,0.7661920386,
23.68164062,0.7661303313,
23.92578125,0.7660679434,
24.16992188,0.7660048734,
24.4140625,0.7659411202,
24.65820312,0.7658766826,
24.90234375,0.7658115592,
25.14648438,0.7657457488,
25.390625,0.76567925,
25.63476562,0.7656120617,
25.87890625,0.7655441824,
26.12304688,0.7654756108,
26.3671875,0.7654063456,
26.61132812,0.7653363855,
26.85546875,0.765265729,
27.09960938,0.765194375,
27.34375,0.7651223218,
27.58789062,0.7650495683,
27.83203125,0.7649761129,
28.07617188,0.7649019543,
28.3203125,0.764827091,
28.56445312,0.7647515217,
28.80859375,0.7646752448,
29.05273438,0.764598259,
29.296875,0.7645205628,
29.54101562,0.7644421548,
29.78515625,0.7643630334,
30.02929688,0.7642831971,
30.2734375,0.7642026446,
30.51757812,0.7641213742,
30.76171875,0.7640393845,
31.00585938,0.7639566739,
31.25,0.763873241,
31.49414062,0.7637890841,
31.73828125,0.7637042018,
31.98242188,0.7636185924,
32.2265625,0.7635322545,
32.47070312,0.7634451864,
32.71484375,0.7633573865,
32.95898438,0.7632688534,
33.203125,0.7631795853,
33.44726562,0.7630895806,
33.69140625,0.7629988378,
33.93554688,0.7629073552,
34.1796875,0.7628151312,
34.42382812,0.7627221641,
34.66796875,0.7626284524,
34.91210938,0.7625339943,
35.15625,0.7624387881,
35.40039062,0.7623428323,
35.64453125,0.762246125,
35.88867188,0.7621486647,
36.1328125,0.7620504497,
36.37695312,0.7619514782,
36.62109375,0.7618517485,
36.86523438,0.7617512589,
37.109375,0.7616500077,
37.35351562,0.7615479931,
37.59765625,0.7614452134,
37.84179688,0.7613416669,
38.0859375,0.7612373518,
38.33007812,0.7611322664,
38.57421875,0.7610264088,
38.81835938,0.7609197773,
39.0625,0.7608123701,
39.30664062,0.7607041855,
39.55078125,0.7605952216,
39.79492188,0.7604854767,
40.0390625,0.7603749488,
40.28320312,0.7602636363,
40.52734375,0.7601515373,
40.77148438,0.76003865,
41.015625,0.7599249725,
41.25976562,0.759810503,
41.50390625,0.7596952397,
41.74804688,0.7595791807,
41.9921875,0.7594623241,
42.23632812,0.7593446681,
42.48046875,0.7592262109,
42.72460938,0.7591069505,
42.96875,0.7589868851,
43.21289062,0.7588660128,
43.45703125,0.7587443316,
43.70117188,0.7586218399,
43.9453125,0.7584985355,
44.18945312,0.7583744167,
44.43359375,0.7582494814,
44.67773438,0.7581237279,
44.921875,0.7579971541,
45.16601562,0.7578697583,
45.41015625,0.7577415383,
45.65429688,0.7576124924,
45.8984375,0.7574826185,
46.14257812,0.7573519148,
46.38671875,0.7572203792,
46.63085938,0.7570880099,
46.875,0.7569548049,
47.11914062,0.7568207623,
47.36328125,0.75668588,
47.60742188,0.7565501562,
47.8515625,0.7564135888,
48.09570312,0.7562761759,
48.33984375,0.7561379155,
48.58398438,0.7559988057,
48.828125,0.7558588444,
49.07226562,0.7557180297,
49.31640625,0.7555763596,
49.56054688,0.7554338322,
49.8046875,0.7552904453,
50.04882812,0.7551461971,
50.29296875,0.7550010855,
50.53710938,0.7548551085,
50.78125,0.7547082642,
51.02539062,0.7545605505,
51.26953125,0.7544119654,
51.51367188,0.754262507,
51.7578125,0.7541121731,
52.00195312,0.7539609619,
52.24609375,0.7538088712,
52.49023438,0.7536558991,
52.734375,0.7535020436,
52.97851562,0.7533473026,
53.22265625,0.7531916741,
53.46679688,0.7530351562,
53.7109375,0.7528777466,
53.95507812,0.7527194436,
