"Ch 0 - Voltage_0_x","Ch 0 - Voltage_0_y"
0.122,2.724609375,
0.1225,0.478515625,
0.123,-1.513671875,
0.1235,-2.470703125,
0.124,-1.440429688,
0.1245,0.3125,
0.125,0.751953125,
0.1255,0.0927734375,
0.126,-0.7861328125,
0.1265,-1.323242188,
0.127,0.48828125,
0.1275,3.344726562,
0.128,3.403320312,
0.1285,1.220703125,
0.129,-1.489257812,
0.1295,-3.413085938,
0.13,-3.090820312,
0.1305,-1.381835938,
0.131,-0.2587890625,
0.1315,0.1806640625,
0.132,-0.2978515625,
0.1325,-0.7958984375,
0.133,1.030273438,
0.1335,3.486328125,
0.134,3.564453125,
0.1345,1.879882812,
0.135,-0.7080078125,
0.1355,-2.9296875,
0.136,-2.939453125,
0.1365,-1.499023438,
0.137,-0.1806640625,
0.1375,0.3857421875,
0.138,-0.5517578125,
0.1385,-1.733398438,
0.139,-0.3369140625,
0.1395,1.928710938,
0.14,2.768554688,
0.1405,2.446289062,
0.141,0.498046875,
0.1415,-1.860351562,
0.142,-2.456054688,
0.1425,-1.611328125,
0.143,-0.2001953125,
0.1435,0.78125,
0.144,-0.263671875,
0.1445,-1.528320312,
0.145,-0.5712890625,
0.1455,1.030273438,
0.146,2.05078125,
0.1465,2.1484375,
0.147,0.0634765625,
0.1475,-2.5390625,
0.148,-3.4375,
0.1485,-2.465820312,
0.149,-0.0146484375,
0.1495,1.9140625,
0.15,1.206054688,
0.1505,-0.0439453125,
0.151,0.1611328125,
0.1515,0.7666015625,
0.152,1.733398438,
0.1525,2.036132812,
0.153,0.078125,
0.1535,-2.465820312,
0.154,-3.779296875,
0.1545,-3.081054688,
0.155,-0.478515625,
0.1555,1.513671875,
0.156,1.09375,
0.1565,0.205078125,
0.157,0.2197265625,
0.1575,0.7763671875,
0.158,2.250976562,
0.1585,3.046875,
0.159,1.401367188,
0.1595,-1.337890625,
0.16,-3.49609375,
0.1605,-3.6328125,
0.161,-1.42578125,
0.1615,0.5078125,
0.162,0.6298828125,
0.1625,0.322265625,
0.163,0.0732421875,
0.1635,0.2197265625,
0.164,1.650390625,
0.1645,2.626953125,
0.165,1.533203125,
0.1655,-0.712890625,
0.166,-2.866210938,
0.1665,-3.100585938,
0.167,-0.99609375,
0.1675,1.000976562,
0.168,1.479492188,
0.1685,1.147460938,
0.169,0.0244140625,
0.1695,-0.7666015625,
0.17,0.3369140625,
0.1705,1.528320312,
0.171,1.259765625,
0.1715,-0.302734375,
0.172,-2.387695312,
0.1725,-2.861328125,
0.173,-1.030273438,
0.1735,0.966796875,
0.174,2.153320312,
0.1745,2.299804688,
0.175,0.888671875,
0.1755,-0.224609375,
0.176,0.5419921875,
0.1765,1.50390625,
0.177,1.357421875,
0.1775,-0.283203125,
0.178,-2.866210938,
0.1785,-3.76953125,
0.179,-2.275390625,
0.1795,-0.0244140625,
0.18,2.153320312,
0.1805,2.998046875,
0.181,1.58203125,
0.1815,0.322265625,
0.182,0.6640625,
0.1825,1.376953125,
0.183,1.572265625,
0.1835,0.166015625,
0.184,-2.319335938,
0.1845,-3.447265625,
0.185,-2.631835938,
0.1855,-0.7373046875,
0.186,1.635742188,
0.1865,2.470703125,
0.187,1.064453125,
0.1875,-0.1904296875,
0.188,-0.029296875,
0.1885,0.9033203125,
0.189,1.767578125,
0.1895,1.015625,
0.19,-1.049804688,
0.1905,-2.377929688,
0.191,-2.392578125,
0.1915,-0.908203125,
0.192,1.5625,
0.1925,2.583007812,
0.193,1.372070312,
0.1935,0.0146484375,
0.194,-0.498046875,
0.1945,-0.0341796875,
0.195,0.849609375,
0.1955,0.4736328125,
0.196,-1.030273438,
0.1965,-2.231445312,
0.197,-2.470703125,
0.1975,-0.8837890625,
0.198,2.001953125,
0.1985,3.388671875,
0.199,2.436523438,
0.1995,0.7470703125,
0.2,-0.64453125,
0.2005,-0.859375,
0.201,-0.087890625,
0.2015,-0.1123046875,
0.202,-1.09375,
0.2025,-2.348632812,
0.203,-3.095703125,
0.2035,-1.708984375,
0.204,1.23046875,
0.2045,2.978515625,
0.205,2.705078125,
0.2055,1.34765625,
0.206,-0.244140625,
0.2065,-0.5810546875,
0.207,0.17578125,
0.2075,0.3564453125,
0.208,-0.4150390625,
0.2085,-2.026367188,
0.209,-3.452148438,
0.2095,-2.48046875,
0.21,0.2685546875,
0.2105,2.24609375,
0.211,2.65625,
0.2115,1.567382812,
0.212,-0.21484375,
0.2125,-0.7958984375,
0.213,-0.17578125,
0.2135,0.3662109375,
0.214,0.25390625,
0.2145,-1.147460938,
0.215,-2.59765625,
0.2155,-1.918945312,
0.216,0.2783203125,
0.2165,2.080078125,
0.217,2.63671875,
0.2175,1.420898438,
0.218,-0.7080078125,
0.2185,-1.689453125,
0.219,-1.333007812,
0.2195,-0.3662109375,
0.22,0.224609375,
0.2205,-0.7470703125,
0.221,-2.045898438,
0.2215,-1.625976562,
0.222,0.1025390625,
0.2225,1.997070312,
0.223,3.081054688,
0.2235,2.158203125,
0.224,-0.0390625,
0.2245,-1.577148438,
0.225,-1.865234375,
0.2255,-1.049804688,
0.226,-0.3125,
0.2265,-1.09375,
0.227,-2.216796875,
0.2275,-1.9921875,
0.228,-0.4931640625,
0.2285,1.748046875,
0.229,3.510742188,
0.2295,3.095703125,
0.23,0.99609375,
0.2305,-0.9619140625,
0.231,-1.772460938,
0.2315,-1.025390625,
0.232,-0.09765625,
0.2325,-0.60546875,
0.233,-1.630859375,
0.2335,-1.899414062,
0.234,-1.108398438,
0.2345,0.927734375,
0.235,2.880859375,
0.2355,2.83203125,
0.236,1.088867188,
0.2365,-0.888671875,
0.237,-1.796875,
0.2375,-0.8935546875,
0.238,0.3076171875,
0.2385,0.17578125,
0.239,-0.64453125,
0.2395,-1.362304688,
0.24,-1.225585938,
0.2405,0.48828125,
0.241,2.436523438,
0.2415,2.631835938,
0.242,1.123046875,
0.2425,-1.088867188,
0.243,-2.3828125,
0.2435,-1.684570312,
0.244,-0.4150390625,
0.2445,0.0830078125,
0.245,-0.0537109375,
0.2455,-0.6640625,
0.246,-0.6884765625,
0.2465,0.8935546875,
0.247,2.758789062,
0.2475,3.159179688,
0.248,1.782226562,
0.2485,-0.7421875,
0.249,-2.524414062,
0.2495,-2.299804688,
0.25,-1.181640625,
0.2505,-0.205078125,
0.251,0.1513671875,
0.2515,-0.4736328125,
0.252,-0.7275390625,
0.2525,0.5859375,
0.253,2.44140625,
0.2535,3.369140625,
0.254,2.563476562,
0.2545,0.2099609375,
0.255,-1.782226562,
0.2555,-2.099609375,
0.256,-1.34765625,
0.2565,-0.2197265625,
0.257,0.25390625,
0.2575,-0.546875,
0.258,-1.137695312,
0.2585,-0.244140625,
0.259,1.489257812,
0.2595,2.827148438,
0.26,2.548828125,
0.2605,0.4833984375,
0.261,-1.552734375,
0.2615,-2.2265625,
0.262,-1.567382812,
0.2625,-0.0244140625,
0.263,0.8740234375,
0.2635,0.21484375,
0.264,-0.5810546875,
0.2645,-0.283203125,
0.265,0.9326171875,
0.2655,2.20703125,
0.266,2.104492188,
0.2665,0.2490234375,
0.267,-1.787109375,
0.2675,-2.734375,
0.268,-2.104492188,
0.2685,-0.1611328125,
0.269,1.206054688,
0.2695,0.927734375,
0.27,0.2001953125,
0.2705,0.1171875,
0.271,0.9619140625,
0.2715,2.2265625,
0.272,2.333984375,
0.2725,0.712890625,
0.273,-1.455078125,
0.2735,-3.02734375,
0.274,-2.875976562,
0.2745,-1.025390625,
0.275,0.5322265625,
0.2755,0.7275390625,
0.276,0.302734375,
0.2765,0.0634765625,
0.277,0.7373046875,
0.2775,2.080078125,
0.278,2.5,
0.2785,1.323242188,
0.279,-0.810546875,
0.2795,-2.83203125,
0.28,-3.110351562,
0.2805,-1.469726562,
0.281,0.1513671875,
0.2815,0.6884765625,
0.282,0.3271484375,
0.2825,-0.3076171875,
0.283,-0.0634765625,
0.2835,1.123046875,
0.284,1.875,
0.2845,1.38671875,
0.285,-0.3515625,
0.2855,-2.373046875,
0.286,-2.788085938,
0.2865,-1.323242188,
0.287,0.3857421875,
0.2875,1.26953125,
0.288,0.9619140625,
0.2885,-0.0439453125,
0.289,-0.3076171875,
0.2895,0.4833984375,
0.29,1.298828125,
0.2905,1.201171875,
0.291,-0.3466796875,
0.2915,-2.446289062,
0.292,-3.056640625,
0.2925,-1.77734375,
0.293,0.146484375,
0.2935,1.640625,
0.294,1.748046875,
0.2945,0.7470703125,
0.295,0.146484375,
0.2955,0.4736328125,
0.296,1.1328125,
0.2965,1.166992188,
0.297,-0.3173828125,
0.2975,-2.509765625,
0.298,-3.442382812,
0.2985,-2.55859375,
0.299,-0.6298828125,
0.2995,1.284179688,
0.3,1.806640625,
0.3005,0.9814453125,
0.301,0.244140625,
0.3015,0.3125,
0.302,1.040039062,
0.3025,1.455078125,
0.303,0.3369140625,
0.3035,-1.69921875,
0.304,-2.9296875,
0.3045,-2.685546875,
0.305,-1.059570312,
0.3055,0.95703125,
0.306,1.69921875,
0.3065,1.03515625,
0.307,0.1318359375,
0.3075,-0.1123046875,
0.308,0.6103515625,
0.3085,1.352539062,
0.309,0.7080078125,
0.3095,-0.927734375,
0.31,-2.231445312,
0.3105,-2.377929688,
0.311,-0.9130859375,
0.3115,1.23046875,
0.312,2.216796875,
0.3125,1.66015625,
0.313,0.400390625,
0.3135,-0.4443359375,
0.314,-0.09765625,
0.3145,0.6103515625,
0.315,0.322265625,
0.3155,-0.869140625,
0.316,-2.133789062,
0.3165,-2.490234375,
0.317,-1.079101562,
0.3175,1.215820312,
0.318,2.592773438,
0.3185,2.368164062,
0.319,1.010742188,
0.3195,-0.224609375,
0.32,-0.2392578125,
0.3205,0.3125,
0.321,0.224609375,
0.3215,-0.703125,
0.322,-2.114257812,
0.3225,-2.8515625,
0.323,-1.71875,
0.3235,0.5615234375,
0.324,2.338867188,
0.3245,2.661132812,
0.325,1.533203125,
0.3255,0.224609375,
0.326,-0.0244140625,
0.3265,0.400390625,
0.327,0.5615234375,
0.3275,-0.0537109375,
0.328,-1.494140625,
0.3285,-2.548828125,
0.329,-1.860351562,
0.3295,0.1123046875,
0.33,1.9921875,
0.3305,2.592773438,
0.331,1.572265625,
0.3315,0.1123046875,
0.332,-0.439453125,
0.3325,-0.1318359375,
0.333,0.41015625,
0.3335,0.3466796875,
0.334,-0.8056640625,
0.3345,-1.909179688,
0.335,-1.591796875,
0.3355,0,
0.336,1.865234375,
0.3365,2.651367188,
0.337,1.694335938,
0.3375,0.0439453125,
0.338,-0.9765625,
0.3385,-0.99609375,
0.339,-0.2978515625,
0.3395,0.0244140625,
0.34,-0.791015625,
0.3405,-1.77734375,
0.341,-1.645507812,
0.3415,-0.2197265625,
0.342,1.840820312,
0.3425,3.022460938,
0.343,2.377929688,
0.3435,0.6884765625,
0.344,-0.810546875,
0.3445,-1.303710938,
0.345,-0.712890625,
0.3455,-0.244140625,
0.346,-0.8349609375,
0.3465,-1.743164062,
0.347,-1.879882812,
0.3475,-0.72265625,
0.348,1.381835938,
0.3485,2.895507812,
0.349,2.700195312,
0.3495,1.215820312,
0.35,-0.4931640625,
0.3505,-1.245117188,
0.351,-0.6982421875,
0.3515,-0.0830078125,
0.352,-0.4248046875,
0.3525,-1.303710938,
0.353,-1.850585938,
0.3535,-1.2109375,
0.354,0.6201171875,
0.3545,2.211914062,
0.355,2.387695312,
0.3555,1.147460938,
0.356,-0.6591796875,
0.3565,-1.591796875,
0.357,-1.09375,
0.3575,-0.2685546875,
0.358,-0.1416015625,
0.3585,-0.7177734375,
0.359,-1.396484375,
0.3595,-1.108398438,
0.36,0.41015625,
0.3605,1.967773438,
0.361,2.377929688,
0.3615,1.240234375,
0.362,-0.791015625,
0.3625,-2.065429688,
0.363,-1.821289062,
0.3635,-0.8984375,
0.364,-0.263671875,
0.3645,-0.3759765625,
0.365,-0.9521484375,
0.3655,-0.830078125,
0.366,0.4638671875,
0.3665,2.045898438,
0.367,2.7734375,
0.3675,1.850585938,
0.368,-0.2734375,
0.3685,-1.904296875,
0.369,-2.109375,
0.3695,-1.34765625,
0.37,-0.4931640625,
0.3705,-0.361328125,
0.371,-0.9326171875,
0.3715,-1.025390625,
0.372,-0.0048828125,
0.3725,1.616210938,
0.373,2.744140625,
0.3735,2.236328125,
0.374,0.302734375,
0.3745,-1.479492188,
0.375,-2.065429688,
0.3755,-1.489257812,
0.376,-0.4736328125,
0.3765,-0.1416015625,
0.377,-0.68359375,
0.3775,-1.049804688,
0.378,-0.4736328125,
0.3785,0.9423828125,
0.379,2.231445312,
0.3795,2.05078125,
0.38,0.400390625,
0.3805,-1.3671875,
0.381,-2.163085938,
0.3815,-1.616210938,
0.382,-0.3076171875,
0.3825,0.41015625,
0.383,0.1171875,
0.3835,-0.390625,
0.384,-0.2685546875,
0.3845,0.80078125,
0.385,2.03125,
0.3855,2.021484375,
0.386,0.5810546875,
0.3865,-1.274414062,
0.387,-2.412109375,
0.3875,-2.05078125,
0.388,-0.6201171875,
0.3885,0.4833984375,
0.389,0.6005859375,
0.3895,0.1806640625,
0.39,0.0732421875,
0.3905,0.91796875,
0.391,2.109375,
0.3915,2.3046875,
0.392,1.098632812,
0.3925,-0.87890625,
0.393,-2.4609375,
0.3935,-2.5,
0.394,-1.206054688,
0.3945,0.0927734375,
0.395,0.556640625,
0.3955,0.2392578125,
0.396,-0.0390625,
0.3965,0.595703125,
0.397,1.767578125,
0.3975,2.280273438,
0.398,1.5234375,
0.3985,-0.302734375,
0.399,-2.0703125,
0.3995,-2.412109375,
0.4,-1.30859375,
0.4005,0.0830078125,
0.401,0.7763671875,
0.4015,0.46875,
0.402,-0.078125,
0.4025,0.185546875,
0.403,1.15234375,
0.4035,1.879882812,
0.404,1.572265625,
0.4045,0.01953125,
0.405,-1.748046875,
0.4055,-2.265625,
0.406,-1.298828125,
0.4065,0.2490234375,
0.407,1.274414062,
0.4075,1.123046875,
0.408,0.4150390625,
0.4085,0.2587890625,
0.409,0.8154296875,
0.4095,1.484375,
0.41,1.376953125,
0.4105,-0.029296875,
0.411,-1.840820312,
0.4115,-2.602539062,
0.412,-1.840820312,
0.4125,-0.146484375,
0.413,1.284179688,
0.4135,1.494140625,
0.414,0.8740234375,
0.4145,0.44921875,
0.415,0.673828125,
0.4155,1.293945312,
0.416,1.3671875,
0.4165,0.1416015625,
0.417,-1.689453125,
0.4175,-2.778320312,
0.418,-2.40234375,
0.4185,-0.7958984375,
0.419,0.8544921875,
0.4195,1.401367188,
0.42,0.9619140625,
0.4205,0.4052734375,
0.421,0.419921875,
0.4215,1.09375,
0.422,1.455078125,
0.4225,0.595703125,
0.423,-1.069335938,
0.4235,-2.377929688,
0.424,-2.392578125,
0.4245,-1.000976562,
0.425,0.703125,
0.4255,1.46484375,
0.426,1.118164062,
0.4265,0.3173828125,
0.427,-0.0146484375,
0.4275,0.517578125,
0.428,1.040039062,
0.4285,0.576171875,
0.429,-0.76171875,
0.4295,-2.084960938,
0.43,-2.319335938,
0.4305,-1.064453125,
0.431,0.7177734375,
0.4315,1.743164062,
0.432,1.528320312,
0.4325,0.498046875,
0.433,-0.2490234375,
0.4335,-0.05859375,
0.434,0.4052734375,
0.4345,0.205078125,
0.435,-0.859375,
0.4355,-2.172851562,
0.436,-2.59765625,
0.4365,-1.494140625,
0.437,0.3857421875,
0.4375,1.801757812,
0.438,1.943359375,
0.4385,0.9619140625,
0.439,0.0048828125,
0.4395,-0.09765625,
0.44,0.244140625,
0.4405,0.224609375,
0.441,-0.6298828125,
0.4415,-1.987304688,
0.442,-2.685546875,
0.4425,-1.904296875,
0.443,-0.1025390625,
0.4435,1.58203125,
0.444,2.08984375,
0.4445,1.274414062,
0.445,0.224609375,
0.4455,-0.1123046875,
0.446,0.166015625,
0.4465,0.4052734375,
0.447,-0.126953125,
0.4475,-1.381835938,
0.448,-2.28515625,
0.4485,-1.909179688,
0.449,-0.380859375,
0.4495,1.352539062,
0.45,2.036132812,
0.4505,1.30859375,
0.451,0.1220703125,
0.4515,-0.517578125,
0.452,-0.3662109375,
0.4525,0.09765625,
0.453,-0.029296875,
0.4535,-0.986328125,
0.454,-1.884765625,
0.4545,-1.767578125,
0.455,-0.4345703125,
0.4555,1.357421875,
0.456,2.24609375,
0.4565,1.665039062,
0.457,0.341796875,
0.4575,-0.693359375,
0.458,-0.849609375,
0.4585,-0.3662109375,
0.459,-0.2294921875,
0.4595,-0.8837890625,
0.46,-1.694335938,
0.4605,-1.743164062,
0.461,-0.537109375,
0.4615,1.357421875,
0.462,2.553710938,
0.4625,2.290039062,
0.463,1.000976562,
0.4635,-0.3369140625,
0.464,-0.8203125,
0.4645,-0.4541015625,
0.465,-0.1904296875,
0.4655,-0.634765625,
0.466,-1.450195312,
0.4665,-1.767578125,
0.467,-0.8642578125,
0.4675,0.9423828125,
0.468,2.348632812,
0.4685,2.456054688,
0.469,1.34765625,
0.4695,-0.1123046875,
0.47,-0.8056640625,
0.4705,-0.5224609375,
0.471,-0.09765625,
0.4715,-0.263671875,
0.472,-1.000976562,
0.4725,-1.557617188,
0.473,-1.03515625,
0.4735,0.498046875,
0.474,1.948242188,
0.4745,2.314453125,
0.475,1.34765625,
0.4755,-0.2197265625,
0.476,-1.123046875,
0.4765,-0.9423828125,
0.477,-0.3173828125,
0.4775,-0.068359375,
0.478,-0.5126953125,
0.4785,-1.079101562,
0.479,-0.7958984375,
0.4795,0.4833984375,
0.48,1.928710938,
0.4805,2.5,
0.481,1.635742188,
0.4815,-0.0634765625,
0.482,-1.284179688,
0.4825,-1.38671875,
0.483,-0.7373046875,
0.4835,-0.1806640625,
0.484,-0.3271484375,
0.4845,-0.8154296875,
0.485,-0.6884765625,
0.4855,0.380859375,
0.486,1.865234375,
0.4865,2.705078125,
0.487,2.080078125,
0.4875,0.3857421875,
0.488,-1.118164062,
0.4885,-1.591796875,
0.489,-1.09375,
0.4895,-0.4150390625,
0.49,-0.3759765625,
0.4905,-0.8251953125,
0.491,-0.9130859375,
0.4915,-0.1220703125,
0.492,1.318359375,
0.4925,2.397460938,
0.493,2.114257812,
0.4935,0.6201171875,
0.494,-0.9765625,
0.4945,-1.684570312,
0.495,-1.279296875,
0.4955,-0.4541015625,
0.496,-0.166015625,
0.4965,-0.5078125,
0.497,-0.810546875,
0.4975,-0.3955078125,
0.498,0.8203125,
0.4985,1.958007812,
0.499,1.928710938,
0.4995,0.6591796875,
0.5,-0.966796875,
0.5005,-1.870117188,
0.501,-1.533203125,
0.5015,-0.5322265625,
0.502,0.107421875,
0.5025,0.0341796875,
0.503,-0.33203125,
0.5035,-0.224609375,
0.504,0.7275390625,
0.5045,1.806640625,
0.505,1.93359375,
0.5055,0.8154296875,
0.506,-0.9228515625,
0.5065,-2.12890625,
0.507,-2.036132812,
0.5075,-1.020507812,
0.508,-0.087890625,
0.5085,0.1611328125,
0.509,-0.126953125,
0.5095,-0.17578125,
0.51,0.5810546875,
0.5105,1.635742188,
0.511,1.982421875,
0.5115,1.098632812,
0.512,-0.6494140625,
0.5125,-2.124023438,
0.513,-2.348632812,
0.5135,-1.469726562,
0.514,-0.380859375,
0.5145,0.107421875,
0.515,-0.1123046875,
0.5155,-0.302734375,
0.516,0.2294921875,
0.5165,1.235351562,
0.517,1.840820312,
0.5175,1.328125,
0.518,-0.224609375,
0.5185,-1.767578125,
0.519,-2.231445312,
0.5195,-1.494140625,
0.52,-0.29296875,
0.5205,0.4150390625,
0.521,0.2587890625,
0.5215,-0.1171875,
0.522,0.0732421875,
0.5225,0.8447265625,
0.523,1.538085938,
0.5235,1.30859375,
0.524,-0.029296875,
0.5245,-1.58203125,
0.525,-2.2265625,
0.5255,-1.6015625,
0.526,-0.263671875,
0.5265,0.732421875,
0.527,0.78125,
0.5275,0.3369140625,
0.528,0.2001953125,
0.5285,0.654296875,
0.529,1.284179688,
0.5295,1.201171875,
0.53,0.01953125,
0.5305,-1.567382812,
0.531,-2.456054688,
0.5315,-2.036132812,
0.532,-0.6396484375,
0.5325,0.64453125,
0.533,1.015625,
0.5335,0.68359375,
0.534,0.3759765625,
0.5345,0.615234375,
0.535,1.23046875,
0.5355,1.337890625,
0.536,0.380859375,
0.5365,-1.186523438,
0.537,-2.32421875,
0.5375,-2.211914062,
0.538,-0.9326171875,
0.5385,0.48828125,
0.539,1.123046875,
0.5395,0.9130859375,
0.54,0.4638671875,
0.5405,0.5078125,
0.541,1.079101562,
0.5415,1.391601562,
0.542,0.7666015625,
0.5425,-0.625,
0.543,-1.884765625,
0.5435,-2.041015625,
0.544,-0.9423828125,
0.5445,0.517578125,
0.545,1.333007812,
0.5455,1.186523438,
0.546,0.537109375,
0.5465,0.25390625,
0.547,0.6201171875,
0.5475,1.000976562,
0.548,0.673828125,
0.5485,-0.4736328125,
0.549,-1.728515625,
0.5495,-2.045898438,
0.55,-1.083984375,
0.5505,0.4541015625,
0.551,1.538085938,
0.5515,1.5625,
0.552,0.8203125,
0.5525,0.2392578125,
0.553,0.3076171875,
0.5535,0.6298828125,
0.554,0.48828125,
0.5545,-0.458984375,
0.555,-1.708984375,
0.5555,-2.202148438,
0.556,-1.420898438,
0.5565,0.166015625,
0.557,1.547851562,
0.5575,1.879882812,
0.558,1.23046875,
0.5585,0.4931640625,
0.559,0.322265625,
0.5595,0.5712890625,
0.56,0.5859375,
0.5605,-0.1708984375,
0.561,-1.401367188,
0.5615,-2.124023438,
0.562,-1.66015625,
0.5625,-0.205078125,
0.563,1.318359375,
0.5635,1.889648438,
0.564,1.357421875,
0.5645,0.5126953125,
0.565,0.1220703125,
0.5655,0.302734375,
0.566,0.5078125,
0.5665,0.0390625,
0.567,-1.040039062,
0.5675,-1.889648438,
0.568,-1.728515625,
0.5685,-0.478515625,
0.569,1.064453125,
0.5695,1.791992188,
0.57,1.357421875,
0.5705,0.3759765625,
0.571,-0.2880859375,
