frq,amp_real,amp_imag
0.0,5.3999999999999995,0.0
0.6103515625,-2.17032394627979,-7.373033534462842
1.220703125,-8.658467193815566,-4.0946975395568765
1.8310546875,-7.391030882694877,0.8668452753673012
2.44140625,-4.608025789535038,1.0564842379100479
3.0517578125,-3.6112678838825842,-0.8978180169213131
3.662109375,-5.207535177978949,-1.7963545296270578
4.2724609375,-5.278866057373822,0.016722214126996704
4.8828125,-3.0811334770749177,-0.01595652608478151
5.4931640625,-3.076280051631747,-2.7797042586851886
6.103515625,-5.22373010665124,-2.9918697579656075
6.7138671875,-5.653199079172688,-0.9534107584144474
7.32421875,-3.7814261333677717,-1.2332464479771565
7.9345703125,-4.0711094360265525,-2.8845963957860477
8.544921875,-5.069252994448697,-1.900334571897403
9.1552734375,-3.212032833596644,-0.6842652886147748
9.765625,-1.466930047522053,-2.440178489460595
10.3759765625,-1.8683692132489265,-3.7262187963635265
10.986328125,-0.9949399898625408,-3.2827542352108092
11.5966796875,3.234931209157918,-3.9490488032192705
12.20703125,8.960043526525068,-11.70276242557814
12.8173828125,4.162771647014729,-27.29167866374526
13.427734375,-15.735149491733113,-32.00353030933413
14.0380859375,-29.45893921459239,-18.76443084409535
14.6484375,-27.349986721753645,-5.013306509752059
15.2587890625,-20.14421712843738,-0.503710823741311
15.869140625,-16.63270596759831,-1.6381325547637702
16.4794921875,-17.170732438232363,-2.5560290552065226
17.08984375,-17.363619344377792,-1.1299343033333635
17.7001953125,-17.200473189931493,-0.1205362366760003
18.310546875,-18.443507052790917,0.5872103597765808
18.9208984375,-19.1713963775172,5.182977928067128
19.53125,-14.237432175401072,10.592933777476008
20.1416015625,-7.075954850838039,9.041273954416894
20.751953125,-4.570519684584595,3.377049659244381
21.3623046875,-5.776025012871606,0.7319583088456348
21.97265625,-6.890305277048933,-0.024671261526951937
22.5830078125,-7.365484553423924,-1.2388974627240148
23.193359375,-8.290038408832727,-1.6597876803392584
23.8037109375,-9.379733928280158,-1.5377822005167103
24.4140625,-9.46342623547091,-0.5722207884537277
25.0244140625,-7.7462289006643275,-0.3767588690558107
25.634765625,-7.538725371840556,-2.94102314883849
26.2451171875,-10.511387495342504,-3.5259832602215404
26.85546875,-11.11626221904077,-0.7768421493359007
27.4658203125,-8.834762488936338,-0.8230002795769257
28.076171875,-8.670940944460192,-2.491089089454272
28.6865234375,-10.55705216006509,-3.067831949773391
29.296875,-10.91420938860035,-1.7715661372833145
29.9072265625,-10.12108268898018,-0.8327917656406411
30.517578125,-8.812971421236636,-2.066415020294672
31.1279296875,-9.944797303829926,-3.3242922459651765
31.73828125,-11.543885569834131,-2.8968680870369994
32.3486328125,-11.11323734645084,-1.5599490553532023
32.958984375,-10.426255424031055,-1.9680696104081565
33.5693359375,-11.032821428419313,-2.408416606910026
34.1796875,-11.18456240352774,-1.9752381188881782
34.7900390625,-10.959007521342846,-1.9598349398838706
35.400390625,-11.249555494549794,-2.4876521765638295
36.0107421875,-11.774660060710392,-2.1376325679359844
36.62109375,-11.667913168344883,-2.0200015711502317
37.2314453125,-11.973215186753707,-1.87827807957239
37.841796875,-11.662584391813184,-2.2901096411531854
38.4521484375,-12.058799624003925,-2.7032336619846955
39.0625,-13.7017805224397,-2.186313167800253
39.6728515625,-13.105583836298141,-0.8327377431429787
40.283203125,-12.070088450014973,-1.1647744664913209
40.8935546875,-12.837855917813103,-2.0848160839520475
41.50390625,-13.81740454457993,-1.598696734406698
42.1142578125,-13.545265601269035,-0.8091055809438044
42.724609375,-12.710856389152674,-0.82867847936063
43.3349609375,-12.895977572471454,-1.8449511083317693
43.9453125,-14.229349240508016,-1.791233403691526
44.5556640625,-14.303129364328203,-0.44526461313934035
45.166015625,-13.676759331184037,-0.5698595700661873
45.7763671875,-13.851442377559191,-1.1091119200517037
46.38671875,-14.435324568649992,-0.958090982326603
46.9970703125,-14.671442926833162,-0.5714409426850073
47.607421875,-14.430527323520874,0.031106967207460638
48.2177734375,-14.356125585756827,-0.29282855588148776
48.828125,-14.42673801729644,-0.41431432243117006
49.4384765625,-15.137200729512745,-0.4297513781493201
50.048828125,-15.615529879167191,-0.1030725471638359
50.6591796875,-15.541199558807081,0.8698066800989721
51.26953125,-14.873083975944528,0.7193807330873115
51.8798828125,-15.248581737434163,0.353737322478813
52.490234375,-15.793988276787372,0.7159123766797875
53.1005859375,-16.217652911836986,1.3052749708936326
53.7109375,-16.180330084272565,2.177619914383594
54.3212890625,-15.141829357993334,2.2185624844516987
54.931640625,-15.42525035200143,1.2680607994752833
55.5419921875,-16.30424816416892,1.361248583959603
56.15234375,-16.513331031254516,2.4169051169663893
56.7626953125,-15.930276300647883,2.6750644609909378
57.373046875,-14.871185612925807,2.785646233525705
57.9833984375,-16.021630879738165,1.067855784117918
58.59375,-17.546907170232785,1.613235567845166
59.2041015625,-17.68160705609472,2.8902147851600155
59.814453125,-17.460159620489453,2.8926346403837746
60.4248046875,-17.85819881497213,3.2804091409815848
61.03515625,-18.267631626648797,3.703420027579167
61.6455078125,-18.193185007038526,4.557313914071187
62.255859375,-18.038822973268243,4.926482877140726
62.8662109375,-17.750876532308574,4.807365985717537
63.4765625,-18.20817229426242,5.431149163132287
64.0869140625,-18.332837213913468,5.836739498440723
64.697265625,-18.200350535477696,6.607524834473975
65.3076171875,-18.038839183189957,7.019017720710886
65.91796875,-17.989228296661473,7.010888915032491
66.5283203125,-17.972311732926315,8.142095339316787
67.138671875,-17.354120545281468,8.088587651021424
67.7490234375,-17.325405634585337,8.093782657427534
68.359375,-17.697304126627248,8.875169502650817
68.9697265625,-17.139499861374013,9.768766648777296
69.580078125,-16.802226253143694,10.034787003995568
70.1904296875,-16.19404585381064,10.515435723336779
70.80078125,-16.219611215588774,10.333481841817871
71.4111328125,-15.973591474846275,10.845019796130318
72.021484375,-15.629671805181317,11.273920481091556
72.6318359375,-15.070616775462627,11.338535388832197
73.2421875,-14.991102460931874,11.60221953108532
73.8525390625,-14.836446478878617,11.980787171418307
74.462890625,-14.290826794614082,12.779261202181544
75.0732421875,-13.750987975063728,12.621006127055105
75.68359375,-13.34977873044425,12.474916684605528
76.2939453125,-13.06455822694749,12.69041892746665
76.904296875,-12.85750263270355,13.032702633872566
77.5146484375,-12.214250057641573,13.07029906486498
78.125,-11.64243597832754,13.151726934516915
78.7353515625,-11.537305677452212,13.274185059958988
79.345703125,-10.870201676069211,13.228171944038236
79.9560546875,-10.29785534289731,12.662961129608087
80.56640625,-10.667297556929922,12.487034346219074
81.1767578125,-10.482220592462982,12.92290067032005
81.787109375,-9.713352434839184,13.072066218844071
82.3974609375,-9.344738726144351,12.876915312049148
83.0078125,-9.19437623652132,12.689632418158833
83.6181640625,-8.668852392429,12.467996020059294
84.228515625,-8.705159667138748,12.341295836266537
84.8388671875,-8.651727598025781,12.239375986606348
85.44921875,-8.348880030716696,12.347725030423588
86.0595703125,-8.250188641570254,12.26685451720209
86.669921875,-8.063950995222484,12.482944262339393
87.2802734375,-7.062643035275689,12.451607112521453
87.890625,-6.833793816591199,11.529334872300504
88.5009765625,-7.666742734135942,11.290176238707033
89.111328125,-7.640208753496431,11.588242572748303
89.7216796875,-7.279764370263374,11.899324831281278
90.33203125,-7.049022432925815,11.9156174551916
90.9423828125,-6.456810925963919,11.710997833368799
91.552734375,-6.6159482069480084,11.40133687774372
